[2026-03-11T18:41:10.675Z] [ERROR] Error starting server: | Meta: {"query":"ALTER TABLE \"activity_logs\" ADD \"action\" character varying(128) NOT NULL","driverError":{"length":158,"name":"error","severity":"ERROR","code":"23502","schema":"public","table":"activity_logs","column":"action","file":"tablecmds.c","line":"6279","routine":"ATRewriteTable"},"length":158,"severity":"ERROR","code":"23502","schema":"public","table":"activity_logs","column":"action","file":"tablecmds.c","line":"6279","routine":"ATRewriteTable"}
[2026-04-13T09:12:27.431Z] [ERROR] Error starting server: | Meta: {"query":"\n      CREATE TYPE \"public\".\"notifications_notification_type_enum\" AS ENUM (\n        'ENROLLMENT_APPROVED',\n        'ENROLLMENT_REJECTED',\n        'ENROLLMENT_PENDING',\n        'ASSESSMENT_GRADED',\n        'NEW_LESSON_PUBLISHED',\n        'CERTIFICATE_ISSUED',\n        'COURSE_DEADLINE_REMINDER',\n        'NEW_ENROLLMENT_REQUEST',\n        'NEW_INSTRUCTOR_JOINED',\n        'NEW_STUDENT_JOINED',\n        'COURSE_PUBLISHED',\n        'COURSE_FLAGGED',\n        'BULK_ENROLLMENT_COMPLETED',\n        'ACCESS_CODE_USED',\n        'NEW_INSTITUTION_REGISTRATION',\n        'NEW_INSTITUTION_ADMIN',\n        'CONTENT_MODERATION_FLAG',\n        'SYSTEM_HEALTH_ALERT',\n        'ENROLLMENT_SPIKE',\n        'NEW_INSTRUCTOR_APPLICATION'\n      )\n    ","driverError":{"length":116,"name":"error","severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"},"length":116,"severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"}
[2026-04-13T09:12:39.481Z] [ERROR] Error starting server: | Meta: {"query":"\n      CREATE TYPE \"public\".\"notifications_notification_type_enum\" AS ENUM (\n        'ENROLLMENT_APPROVED',\n        'ENROLLMENT_REJECTED',\n        'ENROLLMENT_PENDING',\n        'ASSESSMENT_GRADED',\n        'NEW_LESSON_PUBLISHED',\n        'CERTIFICATE_ISSUED',\n        'COURSE_DEADLINE_REMINDER',\n        'NEW_ENROLLMENT_REQUEST',\n        'NEW_INSTRUCTOR_JOINED',\n        'NEW_STUDENT_JOINED',\n        'COURSE_PUBLISHED',\n        'COURSE_FLAGGED',\n        'BULK_ENROLLMENT_COMPLETED',\n        'ACCESS_CODE_USED',\n        'NEW_INSTITUTION_REGISTRATION',\n        'NEW_INSTITUTION_ADMIN',\n        'CONTENT_MODERATION_FLAG',\n        'SYSTEM_HEALTH_ALERT',\n        'ENROLLMENT_SPIKE',\n        'NEW_INSTRUCTOR_APPLICATION'\n      )\n    ","driverError":{"length":116,"name":"error","severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"},"length":116,"severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"}
[2026-04-13T09:12:48.141Z] [ERROR] Error starting server: | Meta: {"query":"\n      CREATE TYPE \"public\".\"notifications_notification_type_enum\" AS ENUM (\n        'ENROLLMENT_APPROVED',\n        'ENROLLMENT_REJECTED',\n        'ENROLLMENT_PENDING',\n        'ASSESSMENT_GRADED',\n        'NEW_LESSON_PUBLISHED',\n        'CERTIFICATE_ISSUED',\n        'COURSE_DEADLINE_REMINDER',\n        'NEW_ENROLLMENT_REQUEST',\n        'NEW_INSTRUCTOR_JOINED',\n        'NEW_STUDENT_JOINED',\n        'COURSE_PUBLISHED',\n        'COURSE_FLAGGED',\n        'BULK_ENROLLMENT_COMPLETED',\n        'ACCESS_CODE_USED',\n        'NEW_INSTITUTION_REGISTRATION',\n        'NEW_INSTITUTION_ADMIN',\n        'CONTENT_MODERATION_FLAG',\n        'SYSTEM_HEALTH_ALERT',\n        'ENROLLMENT_SPIKE',\n        'NEW_INSTRUCTOR_APPLICATION'\n      )\n    ","driverError":{"length":116,"name":"error","severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"},"length":116,"severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"}
[2026-04-13T09:13:16.886Z] [ERROR] Error starting server: | Meta: {"query":"\n      CREATE TYPE \"public\".\"notifications_notification_type_enum\" AS ENUM (\n        'ENROLLMENT_APPROVED',\n        'ENROLLMENT_REJECTED',\n        'ENROLLMENT_PENDING',\n        'ASSESSMENT_GRADED',\n        'NEW_LESSON_PUBLISHED',\n        'CERTIFICATE_ISSUED',\n        'COURSE_DEADLINE_REMINDER',\n        'NEW_ENROLLMENT_REQUEST',\n        'NEW_INSTRUCTOR_JOINED',\n        'NEW_STUDENT_JOINED',\n        'COURSE_PUBLISHED',\n        'COURSE_FLAGGED',\n        'BULK_ENROLLMENT_COMPLETED',\n        'ACCESS_CODE_USED',\n        'NEW_INSTITUTION_REGISTRATION',\n        'NEW_INSTITUTION_ADMIN',\n        'CONTENT_MODERATION_FLAG',\n        'SYSTEM_HEALTH_ALERT',\n        'ENROLLMENT_SPIKE',\n        'NEW_INSTRUCTOR_APPLICATION'\n      )\n    ","driverError":{"length":116,"name":"error","severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"},"length":116,"severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"}
[2026-04-13T09:13:35.222Z] [ERROR] Error starting server: | Meta: {"query":"\n      CREATE TYPE \"public\".\"notifications_notification_type_enum\" AS ENUM (\n        'ENROLLMENT_APPROVED',\n        'ENROLLMENT_REJECTED',\n        'ENROLLMENT_PENDING',\n        'ASSESSMENT_GRADED',\n        'NEW_LESSON_PUBLISHED',\n        'CERTIFICATE_ISSUED',\n        'COURSE_DEADLINE_REMINDER',\n        'NEW_ENROLLMENT_REQUEST',\n        'NEW_INSTRUCTOR_JOINED',\n        'NEW_STUDENT_JOINED',\n        'COURSE_PUBLISHED',\n        'COURSE_FLAGGED',\n        'BULK_ENROLLMENT_COMPLETED',\n        'ACCESS_CODE_USED',\n        'NEW_INSTITUTION_REGISTRATION',\n        'NEW_INSTITUTION_ADMIN',\n        'CONTENT_MODERATION_FLAG',\n        'SYSTEM_HEALTH_ALERT',\n        'ENROLLMENT_SPIKE',\n        'NEW_INSTRUCTOR_APPLICATION'\n      )\n    ","driverError":{"length":116,"name":"error","severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"},"length":116,"severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"}
[2026-04-13T09:13:47.465Z] [ERROR] Error starting server: | Meta: {"query":"\n      CREATE TYPE \"public\".\"notifications_notification_type_enum\" AS ENUM (\n        'ENROLLMENT_APPROVED',\n        'ENROLLMENT_REJECTED',\n        'ENROLLMENT_PENDING',\n        'ASSESSMENT_GRADED',\n        'NEW_LESSON_PUBLISHED',\n        'CERTIFICATE_ISSUED',\n        'COURSE_DEADLINE_REMINDER',\n        'NEW_ENROLLMENT_REQUEST',\n        'NEW_INSTRUCTOR_JOINED',\n        'NEW_STUDENT_JOINED',\n        'COURSE_PUBLISHED',\n        'COURSE_FLAGGED',\n        'BULK_ENROLLMENT_COMPLETED',\n        'ACCESS_CODE_USED',\n        'NEW_INSTITUTION_REGISTRATION',\n        'NEW_INSTITUTION_ADMIN',\n        'CONTENT_MODERATION_FLAG',\n        'SYSTEM_HEALTH_ALERT',\n        'ENROLLMENT_SPIKE',\n        'NEW_INSTRUCTOR_APPLICATION'\n      )\n    ","driverError":{"length":116,"name":"error","severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"},"length":116,"severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"}
[2026-04-13T09:14:00.809Z] [ERROR] Error starting server: | Meta: {"query":"\n      CREATE TYPE \"public\".\"notifications_notification_type_enum\" AS ENUM (\n        'ENROLLMENT_APPROVED',\n        'ENROLLMENT_REJECTED',\n        'ENROLLMENT_PENDING',\n        'ASSESSMENT_GRADED',\n        'NEW_LESSON_PUBLISHED',\n        'CERTIFICATE_ISSUED',\n        'COURSE_DEADLINE_REMINDER',\n        'NEW_ENROLLMENT_REQUEST',\n        'NEW_INSTRUCTOR_JOINED',\n        'NEW_STUDENT_JOINED',\n        'COURSE_PUBLISHED',\n        'COURSE_FLAGGED',\n        'BULK_ENROLLMENT_COMPLETED',\n        'ACCESS_CODE_USED',\n        'NEW_INSTITUTION_REGISTRATION',\n        'NEW_INSTITUTION_ADMIN',\n        'CONTENT_MODERATION_FLAG',\n        'SYSTEM_HEALTH_ALERT',\n        'ENROLLMENT_SPIKE',\n        'NEW_INSTRUCTOR_APPLICATION'\n      )\n    ","driverError":{"length":116,"name":"error","severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"},"length":116,"severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"}
[2026-04-13T09:14:35.072Z] [ERROR] Error starting server: | Meta: {"query":"\n      CREATE TYPE \"public\".\"notifications_notification_type_enum\" AS ENUM (\n        'ENROLLMENT_APPROVED',\n        'ENROLLMENT_REJECTED',\n        'ENROLLMENT_PENDING',\n        'ASSESSMENT_GRADED',\n        'NEW_LESSON_PUBLISHED',\n        'CERTIFICATE_ISSUED',\n        'COURSE_DEADLINE_REMINDER',\n        'NEW_ENROLLMENT_REQUEST',\n        'NEW_INSTRUCTOR_JOINED',\n        'NEW_STUDENT_JOINED',\n        'COURSE_PUBLISHED',\n        'COURSE_FLAGGED',\n        'BULK_ENROLLMENT_COMPLETED',\n        'ACCESS_CODE_USED',\n        'NEW_INSTITUTION_REGISTRATION',\n        'NEW_INSTITUTION_ADMIN',\n        'CONTENT_MODERATION_FLAG',\n        'SYSTEM_HEALTH_ALERT',\n        'ENROLLMENT_SPIKE',\n        'NEW_INSTRUCTOR_APPLICATION'\n      )\n    ","driverError":{"length":116,"name":"error","severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"},"length":116,"severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"}
[2026-04-13T09:14:42.095Z] [ERROR] Error starting server: | Meta: {"query":"\n      CREATE TYPE \"public\".\"notifications_notification_type_enum\" AS ENUM (\n        'ENROLLMENT_APPROVED',\n        'ENROLLMENT_REJECTED',\n        'ENROLLMENT_PENDING',\n        'ASSESSMENT_GRADED',\n        'NEW_LESSON_PUBLISHED',\n        'CERTIFICATE_ISSUED',\n        'COURSE_DEADLINE_REMINDER',\n        'NEW_ENROLLMENT_REQUEST',\n        'NEW_INSTRUCTOR_JOINED',\n        'NEW_STUDENT_JOINED',\n        'COURSE_PUBLISHED',\n        'COURSE_FLAGGED',\n        'BULK_ENROLLMENT_COMPLETED',\n        'ACCESS_CODE_USED',\n        'NEW_INSTITUTION_REGISTRATION',\n        'NEW_INSTITUTION_ADMIN',\n        'CONTENT_MODERATION_FLAG',\n        'SYSTEM_HEALTH_ALERT',\n        'ENROLLMENT_SPIKE',\n        'NEW_INSTRUCTOR_APPLICATION'\n      )\n    ","driverError":{"length":116,"name":"error","severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"},"length":116,"severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"}
[2026-04-13T09:15:55.633Z] [ERROR] Error starting server: | Meta: {"query":"\n      CREATE TYPE \"public\".\"notifications_notification_type_enum\" AS ENUM (\n        'ENROLLMENT_APPROVED',\n        'ENROLLMENT_REJECTED',\n        'ENROLLMENT_PENDING',\n        'ASSESSMENT_GRADED',\n        'NEW_LESSON_PUBLISHED',\n        'CERTIFICATE_ISSUED',\n        'COURSE_DEADLINE_REMINDER',\n        'NEW_ENROLLMENT_REQUEST',\n        'NEW_INSTRUCTOR_JOINED',\n        'NEW_STUDENT_JOINED',\n        'COURSE_PUBLISHED',\n        'COURSE_FLAGGED',\n        'BULK_ENROLLMENT_COMPLETED',\n        'ACCESS_CODE_USED',\n        'NEW_INSTITUTION_REGISTRATION',\n        'NEW_INSTITUTION_ADMIN',\n        'CONTENT_MODERATION_FLAG',\n        'SYSTEM_HEALTH_ALERT',\n        'ENROLLMENT_SPIKE',\n        'NEW_INSTRUCTOR_APPLICATION'\n      )\n    ","driverError":{"length":116,"name":"error","severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"},"length":116,"severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"}
[2026-04-13T09:16:06.232Z] [ERROR] Error starting server: | Meta: {"query":"\n      CREATE TYPE \"public\".\"notifications_notification_type_enum\" AS ENUM (\n        'ENROLLMENT_APPROVED',\n        'ENROLLMENT_REJECTED',\n        'ENROLLMENT_PENDING',\n        'ASSESSMENT_GRADED',\n        'NEW_LESSON_PUBLISHED',\n        'CERTIFICATE_ISSUED',\n        'COURSE_DEADLINE_REMINDER',\n        'NEW_ENROLLMENT_REQUEST',\n        'NEW_INSTRUCTOR_JOINED',\n        'NEW_STUDENT_JOINED',\n        'COURSE_PUBLISHED',\n        'COURSE_FLAGGED',\n        'BULK_ENROLLMENT_COMPLETED',\n        'ACCESS_CODE_USED',\n        'NEW_INSTITUTION_REGISTRATION',\n        'NEW_INSTITUTION_ADMIN',\n        'CONTENT_MODERATION_FLAG',\n        'SYSTEM_HEALTH_ALERT',\n        'ENROLLMENT_SPIKE',\n        'NEW_INSTRUCTOR_APPLICATION'\n      )\n    ","driverError":{"length":116,"name":"error","severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"},"length":116,"severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"}
[2026-04-13T09:16:31.729Z] [ERROR] Error starting server: | Meta: {"query":"\n      CREATE TYPE \"public\".\"notifications_notification_type_enum\" AS ENUM (\n        'ENROLLMENT_APPROVED',\n        'ENROLLMENT_REJECTED',\n        'ENROLLMENT_PENDING',\n        'ASSESSMENT_GRADED',\n        'NEW_LESSON_PUBLISHED',\n        'CERTIFICATE_ISSUED',\n        'COURSE_DEADLINE_REMINDER',\n        'NEW_ENROLLMENT_REQUEST',\n        'NEW_INSTRUCTOR_JOINED',\n        'NEW_STUDENT_JOINED',\n        'COURSE_PUBLISHED',\n        'COURSE_FLAGGED',\n        'BULK_ENROLLMENT_COMPLETED',\n        'ACCESS_CODE_USED',\n        'NEW_INSTITUTION_REGISTRATION',\n        'NEW_INSTITUTION_ADMIN',\n        'CONTENT_MODERATION_FLAG',\n        'SYSTEM_HEALTH_ALERT',\n        'ENROLLMENT_SPIKE',\n        'NEW_INSTRUCTOR_APPLICATION'\n      )\n    ","driverError":{"length":116,"name":"error","severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"},"length":116,"severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"}
[2026-04-13T09:30:53.208Z] [ERROR] Error starting server: | Meta: {"query":"\n      CREATE TYPE \"public\".\"notifications_notification_type_enum\" AS ENUM (\n        'ENROLLMENT_APPROVED',\n        'ENROLLMENT_REJECTED',\n        'ENROLLMENT_PENDING',\n        'ASSESSMENT_GRADED',\n        'NEW_LESSON_PUBLISHED',\n        'CERTIFICATE_ISSUED',\n        'COURSE_DEADLINE_REMINDER',\n        'NEW_ENROLLMENT_REQUEST',\n        'NEW_INSTRUCTOR_JOINED',\n        'NEW_STUDENT_JOINED',\n        'COURSE_PUBLISHED',\n        'COURSE_FLAGGED',\n        'BULK_ENROLLMENT_COMPLETED',\n        'ACCESS_CODE_USED',\n        'NEW_INSTITUTION_REGISTRATION',\n        'NEW_INSTITUTION_ADMIN',\n        'CONTENT_MODERATION_FLAG',\n        'SYSTEM_HEALTH_ALERT',\n        'ENROLLMENT_SPIKE',\n        'NEW_INSTRUCTOR_APPLICATION'\n      )\n    ","driverError":{"length":116,"name":"error","severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"},"length":116,"severity":"ERROR","code":"42710","file":"typecmds.c","line":"1177","routine":"DefineEnum"}
[2026-04-19T19:42:41.767Z] [ERROR] Error starting server: | Meta: {"query":"\n      CREATE TABLE \"institution_invitations\" (\n        \"id\"             uuid        NOT NULL DEFAULT uuid_generate_v4(),\n        \"institution_id\" uuid        NOT NULL,\n        \"email\"          character varying,\n        \"role\"           character varying,\n        \"status\"         \"public\".\"institution_invitations_status_enum\" NOT NULL DEFAULT 'pending',\n        \"type\"           \"public\".\"institution_invitations_type_enum\"   NOT NULL DEFAULT 'email',\n        \"invited_by\"     uuid,\n        \"message\"        text,\n        \"token\"          character varying UNIQUE,\n        \"expires_at\"     TIMESTAMP,\n        \"created_at\"     TIMESTAMP NOT NULL DEFAULT now(),\n        \"updated_at\"     TIMESTAMP NOT NULL DEFAULT now(),\n        CONSTRAINT \"PK_institution_invitations\" PRIMARY KEY (\"id\"),\n        CONSTRAINT \"FK_inv_institution\"\n          FOREIGN KEY (\"institution_id\") REFERENCES \"institutions\"(\"id\") ON DELETE CASCADE,\n        CONSTRAINT \"FK_inv_user\"\n          FOREIGN KEY (\"invited_by\") REFERENCES \"users\"(\"id\") ON DELETE SET NULL\n      )\n    ","driverError":{"length":223,"name":"error","severity":"ERROR","code":"42804","detail":"Key columns \"institution_id\" and \"id\" are of incompatible types: uuid and integer.","file":"tablecmds.c","line":"9896","routine":"ATAddForeignKeyConstraint"},"length":223,"severity":"ERROR","code":"42804","detail":"Key columns \"institution_id\" and \"id\" are of incompatible types: uuid and integer.","file":"tablecmds.c","line":"9896","routine":"ATAddForeignKeyConstraint"}
[2026-04-19T19:52:12.617Z] [ERROR] Error starting server: | Meta: {"query":"\n      CREATE TABLE \"notifications\" (\n        \"id\"                 uuid NOT NULL DEFAULT uuid_generate_v4(),\n        \"recipient_user_id\"  uuid NOT NULL,\n        \"recipient_role\"     \"public\".\"notifications_recipient_role_enum\" NOT NULL,\n        \"notification_type\"  \"public\".\"notifications_notification_type_enum\" NOT NULL,\n        \"title\"              character varying(255) NOT NULL,\n        \"body\"               text NOT NULL,\n        \"entity_type\"        \"public\".\"notifications_entity_type_enum\" NOT NULL,\n        \"entity_id\"          uuid,\n        \"is_read\"            boolean NOT NULL DEFAULT false,\n        \"read_at\"            TIMESTAMP,\n        \"actor_user_id\"      uuid,\n        \"institution_id\"     uuid,\n        \"created_at\"         TIMESTAMP NOT NULL DEFAULT now(),\n        CONSTRAINT \"PK_notifications\" PRIMARY KEY (\"id\"),\n        CONSTRAINT \"FK_notification_recipient\"\n          FOREIGN KEY (\"recipient_user_id\") REFERENCES \"users\"(\"id\") ON DELETE CASCADE,\n        CONSTRAINT \"FK_notification_actor\"\n          FOREIGN KEY (\"actor_user_id\") REFERENCES \"users\"(\"id\") ON DELETE SET NULL\n      )\n    ","driverError":{"length":233,"name":"error","severity":"ERROR","code":"42804","detail":"Key columns \"recipient_user_id\" and \"id\" are of incompatible types: uuid and integer.","file":"tablecmds.c","line":"9896","routine":"ATAddForeignKeyConstraint"},"length":233,"severity":"ERROR","code":"42804","detail":"Key columns \"recipient_user_id\" and \"id\" are of incompatible types: uuid and integer.","file":"tablecmds.c","line":"9896","routine":"ATAddForeignKeyConstraint"}
[2026-04-19T19:52:20.528Z] [ERROR] Error starting server: | Meta: {"query":"\n      CREATE TABLE \"notifications\" (\n        \"id\"                 uuid NOT NULL DEFAULT uuid_generate_v4(),\n        \"recipient_user_id\"  uuid NOT NULL,\n        \"recipient_role\"     \"public\".\"notifications_recipient_role_enum\" NOT NULL,\n        \"notification_type\"  \"public\".\"notifications_notification_type_enum\" NOT NULL,\n        \"title\"              character varying(255) NOT NULL,\n        \"body\"               text NOT NULL,\n        \"entity_type\"        \"public\".\"notifications_entity_type_enum\" NOT NULL,\n        \"entity_id\"          uuid,\n        \"is_read\"            boolean NOT NULL DEFAULT false,\n        \"read_at\"            TIMESTAMP,\n        \"actor_user_id\"      uuid,\n        \"institution_id\"     uuid,\n        \"created_at\"         TIMESTAMP NOT NULL DEFAULT now(),\n        CONSTRAINT \"PK_notifications\" PRIMARY KEY (\"id\"),\n        CONSTRAINT \"FK_notification_recipient\"\n          FOREIGN KEY (\"recipient_user_id\") REFERENCES \"users\"(\"id\") ON DELETE CASCADE,\n        CONSTRAINT \"FK_notification_actor\"\n          FOREIGN KEY (\"actor_user_id\") REFERENCES \"users\"(\"id\") ON DELETE SET NULL\n      )\n    ","driverError":{"length":233,"name":"error","severity":"ERROR","code":"42804","detail":"Key columns \"recipient_user_id\" and \"id\" are of incompatible types: uuid and integer.","file":"tablecmds.c","line":"9896","routine":"ATAddForeignKeyConstraint"},"length":233,"severity":"ERROR","code":"42804","detail":"Key columns \"recipient_user_id\" and \"id\" are of incompatible types: uuid and integer.","file":"tablecmds.c","line":"9896","routine":"ATAddForeignKeyConstraint"}
